code_name,smiles,solubility,total energy,HOMO-LUMO gap/eV,electronic energy,Dipole module/D,Total charge,HOMO,LUMO,Fermi-level/eV,Total dispersion C6,Total dispersion C8,Total polarizability alpha,Total FOD,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
mol_100,CC(C)c1ccccc1,-3.27,-25.37882482,4.62835,-25.81113076,0.468,0,-10.6034,-5.975,-8.2892,4269.98612,99114.343791,102.798389,0.0391,7.917129629629629,7.917129629629629,0.785015117157974,-3.410442649281936,0.5342617380464311,120.19499999999992,108.09899999999998,120.093900384,48,0,0.062570685074054,-0.06224839474669,0.062570685074054,0.06224839474669,1.444444444444444,2.111111111111111,2.666666666666666,-3.660470897603172e-15,-0.244784755002702,-0.013140699454032,-2.541261117507431,-1.362232573134678e-16,-2.401877785083488,-6.731504597376986e-16,-1.076015296298888,2.308478809401691,3.9569006695397553,522.556662790171,16.964101615137757,16.5,4.5,9.175426480542944,8.25,2.25,1.375,1.375,0.75,0.75,0.375,0.375,-0.78,14589.586075418689,1.048054604102645,2.67433726126968,1.5627607309331122,73.38587546470053,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,43.91587777290784,11.457409177060075,9.59530989319154,6.853792780851101,16.44910267404264,0.0,0.0,0.0,0.0,19.59774191995444,0.0,35.77554503001347,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.610296085694095,30.21209353831648,0.0,0,0,0.0,55.37328694996791,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,16.44910267404264,89.48066893424036,0.0,0.0,0.0,-1.047685185185184,-3.325925925925926,-4.53617252456538,0.0,-6.820885298563873,0.0,0.333333333333333,9,0,0,0,0,0,1,0,1,0,0,0,3,0,0,0,1,2.810000000000001,40.53100000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mol_1000,Cc1ccc(O)cc1,-0.73,-23.12304861,4.08166125,-23.47712869,1.62,0,-10.1629,-6.0812,-8.122,2810.084603,66853.336948,83.83797,0.0465,7.418449074074074,7.418449074074074,0.580555555555555,-2.7357898715041573,0.535935436428786,108.13999999999994,100.07599999999998,108.057514876,42,0,0.293092070480711,-0.507966648155533,0.507966648155533,0.293092070480711,1.625,2.375,2.875,8.128797292284096e-16,-0.243475987703821,2.1411936607333998e-16,-2.284978014541898,-5.532314020933679e-17,-2.139097130269376,1.0296892182506422e-17,-0.945754888074906,2.13871823790668,3.67281768700298,394.3706069520281,12.6712083963243,11.908248290463863,3.908248290463863,7.213431283003729,5.862372435695795,1.9541241452319311,1.2041241452319311,1.2041241452319311,0.602062072615965,0.602062072615965,0.301031036307982,0.301031036307982,-0.98,2085.250281959013,1.127691298419683,1.8646221994975432,0.997109257083298,59.91701324555934,5.108808191107212,5.749511833283905,0.0,0,1.431199657232634,0.0,0.0,0.0,0.0,0.0,17.648288907023584,18.93672953262227,4.11227566851066,5.483034224680881,14.704118084298752,0.0,1.431199657232634,0.0,0.0,6.851892117295679,0.0,29.733126322350174,0,5.749511833283905,0.0,0.0,5.749511833283905,0.0,6.540007848339846,0.0,6.851892117295679,15.158761384888534,24.16967483065318,0.0,0,0,20.23,42.33453027292976,0.0,0,0.0,0.0,0,0.0,0.0,0,5.108808191107212,11.026509550424176,57.51359882842025,0.0,0.0,3.956404006046863,-0.66361111111111,-0.580555555555555,-2.740046296296294,0.0,-2.7357898715041573,0.0,0.142857142857142,8,1,1,0,0,0,1,0,1,1,1,1,2,0,0,0,1,1.700619999999999,32.843799999999995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mol_1001,CCOC=O,0.15,-17.60841843494974,4.785991784676815,-17.770492006918552,2.368265799444166,0,-11.791275143986097,-7.005239705361086,-9.398223872583314,998.0008888641275,21022.717151276847,46.71355697586627,0.018865791638888,9.860486111111111,9.860486111111111,1.7026620370370371,-3.077546296296296,0.43656455010269,74.07899999999997,68.03099999999999,74.036779432,30,0,0.292565419943748,-0.468195181644035,0.468195181644035,0.292565419943748,2.8,3.6,3.8,3.274200128093203e-16,-0.247428851888253,-0.127105006041933,-2.377387307823655,-0.026313338461643,-2.403026921474581,-7.173683796853972e-17,-1.054060408664435,1.560315158986234,4.340652398986659,159.7005558050492,9.284457050376172,8.316496580927726,2.3164965809277263,4.6665022194363885,3.862372435695794,0.862372435695794,0.287457478565264,0.287457478565264,0.092697702974649,0.092697702974649,0.020833333333333,0.020833333333333,-0.53,99.86017017511902,0.600159264681777,3.469999999999999,3.469999999999999,39.174025587180296,4.736862953800049,0.0,1.37075855617022,0,6.448272503918149,0.0,4.794537184071822,0.0,0.0,0.0,0.0,6.851892117295679,4.11227566851066,9.300502355256729,17.755951474893187,6.448272503918149,0.0,0.0,0.0,6.851892117295679,6.558985242916289,0.0,0,0.0,0.0,0.0,0.0,0.0,13.007257746834435,9.53140013787187,0.0,15.076443454316998,0.0,0.0,0,0,26.3,19.85914986413012,4.794537184071822,0,0.0,0.0,0,0.0,0.0,0,4.736862953800049,8.224551337021321,42.638263888888886,0.0,9.860486111111111,0.0,0.0,0.0,0.0,-1.7026620370370371,-6.129421296296296,0.0,0.6666666666666661,5,0,2,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0.1793,17.689999999999998,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mol_1002,CN(C)c1ccccc1,-1.92,-25.64287051,3.56982869,-26.05409279,2.165,0,-9.2835,-5.7136,-7.4985,4066.984903,93800.238949,100.672141,0.075,7.611574074074074,7.611574074074074,0.110925925925925,-3.181275982615269,0.546827448744018,121.18299999999992,110.09499999999996,121.089149352,48,0,0.064462956313896,-0.377661478712754,0.377661478712754,0.064462956313896,1.333333333333333,2.0,2.555555555555555,1.434113167785169e-16,-0.244322203247327,-1.484039717042193e-16,-2.49807301156762,-7.752506246272498e-17,-2.55868635668982,-7.114209191053063e-17,-0.9501635412592632,2.258108414187763,3.756306956590191,485.6904915155955,16.04145188432738,15.447213595499958,4.447213595499958,8.79743494847109,7.670820393249937,2.170820393249937,1.309016994374947,1.309016994374947,0.7104101966249681,0.7104101966249681,0.355205098312484,0.355205098312484,-0.98,9574.379676156115,1.092515399695488,2.533930223385564,1.4567376919048352,71.37579652033949,4.899909730850478,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,18.127256122989884,12.08483741532659,27.86359141226937,6.853792780851101,15.07834411787242,5.687386274683562,0.0,0.0,0.0,0.0,18.85156353141497,30.21209353831648,0,0.0,4.899909730850478,5.687386274683562,0.0,0.0,13.951653800564491,0.0,0.0,15.07834411787242,30.21209353831648,0.0,0,0,3.24,49.85113361356453,0.0,0,4.899909730850478,0.0,0,0.0,0.0,0,0.0,15.07834411787242,80.8889559712774,0.0,-0.110925925925925,0.0,-0.864814814814814,0.0,-4.05066326530612,0.0,-6.362551965230539,0.0,0.25,9,0,1,0,0,0,1,0,1,1,0,1,3,0,0,0,1,1.7526000000000002,40.76900000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mol_1008,C=CC#N,0.15,-10.79023491,3.92296359,-11.0083651,3.763,0,-11.6767,-7.7537,-9.7152,653.824492,15785.347331,40.514191,0.0522,7.769814814814815,7.769814814814815,0.5972222222222211,-0.7337962962962961,0.372551159280962,53.06400000000001,50.04,53.026549096,20,0,0.090531375373804,-0.193121260786727,0.193121260786727,0.090531375373804,2.75,3.5,3.5,10.82017217444779,-0.163603356880592,1.3877787807814449e-17,-1.84627801064342,-1.3010426069826053e-17,-1.73702957418116,1.552337260552648,-0.527413486345736,1.645711370407578,4.072805029219777,127.60567104826092,5.861807319565799,4.947213595499958,1.947213595499957,3.180739212552621,2.223606797749979,0.723606797749978,0.236803398874989,0.236803398874989,0.055901699437494,0.055901699437494,0.0,0.0,-0.77,27.977093296928835,0.587230860347531,2.23,1.23,29.387023406410663,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.261891554738487,0.0,6.531038962001867,0.0,6.052071746035566,10.181496981302931,4.11227566851066,0.0,5.261891554738487,0.0,0.0,0.0,0.0,12.583110708037434,0,6.069221312792274,0.0,0.0,0.0,0.0,0.0,0.0,11.33111286753076,4.11227566851066,12.583110708037434,0.0,0,0,23.79,12.583110708037434,0.0,0,0.0,0.0,0,6.069221312792274,0.0,0,0.0,9.374167223249149,19.058888888888887,0.0,0.0,7.769814814814815,0.0,0.0,0.738425925925926,0.0,-0.7337962962962961,0.0,0.0,4,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.695979999999999,15.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mol_1013,BrCCBr,-1.68,-14.482820072977788,4.708897220335024,-14.572978193330153,0.072001907869454,0,-11.620283405675556,-6.91142572066416,-9.265854563169857,1782.2386632838206,82359.36503361959,66.17649572759288,0.03396170894652,6.744791666666667,6.744791666666667,1.9999999999999991,-2.0,0.549640041599037,187.862,183.83,185.867974328,26,0,0.039522650374041,-0.091903898576795,0.091903898576795,0.039522650374041,1.5,1.75,1.75,0.0,-0.178579323852935,-0.061241585431495,-2.304520259793176,0.0,-2.36047489464947,-1.375422129083588e-32,-0.8109152818303711,1.2532975784630431,4.020391543176799,67.01955000865388,7.0,5.755928946018456,4.927922024247863,3.25,2.627964473009227,2.213961012123931,0.188982236504613,0.9819805060619652,0.035714285714285,0.964285714285714,0.0,0.0,0.96,21.30605883387173,1.227569000782808,3.96,2.96,48.45917035418014,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,31.859887795898697,0.0,16.04742007561047,0.0,5.483034224680881,31.859887795898697,0.0,0.0,0.0,0.0,10.564385850929591,0.0,0,0.0,0.0,0.0,0.0,31.859887795898697,10.564385850929591,0.0,0.0,5.483034224680881,0.0,0.0,0,0,0.0,10.564385850929591,0.0,0,0.0,0.0,0,0.0,0.0,0,31.859887795898697,5.483034224680881,26.979166666666668,5.020833333333333,0.0,-3.999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1.7762,27.588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mol_1032,Brc1ccccc1Br,-3.5,-23.03515487,3.70053106,-23.30952873,4.924,0,-11.0741,-7.3735,-9.2238,4239.94378,167762.979357,105.602826,0.1081,7.354699074074074,7.354699074074074,0.066782407407407,-0.226782407407407,0.6481408061312921,235.906,231.874,233.867974328,42,0,0.063500388882054,-0.061066710513343,0.063500388882054,0.061066710513343,1.125,1.5,1.875,12.855635634832868,-0.092694993833551,0.649625909429398,-2.130924570862034,0.8411783481681481,-1.9328372551443744,4.065865086331208,-0.420380576550921,2.081571823985754,3.603567451474547,231.8128652468444,9.464101615137752,7.755928946018455,6.927922024247863,5.464101615137755,3.877964473009227,3.463961012123931,1.127964473009227,2.713961012123931,0.599696522218899,2.32126622034768,0.281991118252306,0.6784902530309821,0.179999999999999,416.3143647971509,2.842546746800186,2.64609747530695,1.326674517810683,70.78638033145093,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,12.08483741532659,43.94472521122529,8.945439031664828,5.483034224680881,5.483034224680881,31.859887795898697,0.0,0.0,0.0,0.0,0.0,33.115113862318005,0,0.0,0.0,0.0,0.0,31.859887795898697,0.0,0.0,0.0,5.483034224680881,33.115113862318005,0.0,0,0,0.0,0.0,0.0,0,24.16967483065318,8.945439031664828,0,0.0,0.0,0,31.859887795898697,5.483034224680881,29.97273148148148,6.114398148148148,0.0,0.0,0.0,0.0,-0.587129629629628,0.0,0.0,0.0,0.0,8,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,1,3.2116,41.84200000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mol_104,ClCCl,-0.63,-12.24583545,6.17307748,-12.28714894,1.789,0,-11.7043,-5.5312,-8.6177,753.619961,27075.282704,41.715632,0.0049,6.135030864197531,6.135030864197531,2.055555555555555,-2.055555555555555,0.389962106704153,84.93299999999999,82.917,83.953355424,20,0,0.096706390376491,-0.109132329900505,0.109132329900505,0.096706390376491,2.0,2.0,2.0,12.09080919532304,-0.163027028447722,-0.054951180862662,-1.979361354092439,0.328528811704327,-1.968838320910333,2.80815211410278,-0.6448334952638091,0.7219280948873621,3.023715784073817,23.11941547876375,4.5,3.255928946018454,2.767786838055363,2.0,1.377964473009227,1.133893419027681,0.071428571428571,0.642857142857142,0.0,0.0,0.0,0.0,0.58,3.609640474436811,1.136034400564443,2.58,2.580000000000001,32.15572448192852,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,23.20187978046503,0.0,0.0,0.0,8.03280565775848,2.74151711234044,23.20187978046503,0.0,0.0,0.0,0.0,5.29128854541804,0.0,0,0.0,0.0,0.0,0.0,23.20187978046503,5.29128854541804,0.0,0.0,2.74151711234044,0.0,0.0,0,0,0.0,5.29128854541804,0.0,0,0.0,0.0,0,0.0,0.0,0,23.20187978046503,2.74151711234044,12.270061728395062,9.257716049382717,0.0,-2.055555555555555,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1.4215,16.573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mol_1045,Sc1ccccc1,-2.12,-19.12751413,3.62389349,-19.42530633,2.003,0,-10.1568,-6.5329,-8.3448,2841.506087,83814.152784,87.308758,0.0817,7.321990740740741,7.321990740740741,0.03611111111111,-0.423333333333333,0.484903340514962,110.18099999999995,104.13299999999998,110.019021192,36,0,0.107898445129478,-0.143426892297709,0.143426892297709,0.107898445129478,1.428571428571428,2.1428571428571432,2.714285714285714,10.448827528239056,-0.093496132202841,0.001695185938377,-2.169295393132621,0.057987211507711,-1.970051307514543,1.751542072115552,-0.438182661516048,2.126871930032342,3.563757676047911,320.4630927223895,10.1712083963243,9.408248290463863,4.224744871391589,6.00210641759854,4.612372435695795,2.112372435695794,0.9541241452319312,1.362372435695794,0.477062072615965,0.681186217847897,0.238531036307982,0.340593108923948,-0.43,701.8677369106731,1.290046023889132,2.029999057672206,1.238796211144247,56.69718865170985,0.0,1.123799173032188,0.0,0,0.0,0.0,0.0,0.0,0.0,12.53269603815698,18.127256122989884,12.08483741532659,4.895483475517775,6.853792780851101,6.853792780851101,12.53269603815698,1.123799173032188,0.0,0.0,4.895483475517775,0.0,30.21209353831648,0,0.0,0.0,0.0,0.0,12.53269603815698,1.123799173032188,0.0,0.0,6.853792780851101,35.107577013834245,0.0,0,0,0.0,18.127256122989884,0.0,0,16.980320890844364,12.53269603815698,0,0.0,0.0,0,0.0,7.97759195388329,43.29546296296296,0.41074074074074,-0.03611111111111,0.0,0.0,0.0,-1.836759259259257,0.0,0.0,0.0,0.0,7,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,1.975299999999999,33.694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mol_1048,CSSC,-1.44,-13.83626804,3.45185808,-13.95583394,2.791,0,-10.1988,-6.747,-8.4729,1795.564834,62415.92528,68.006783,0.0958,6.637268518518518,6.637268518518518,0.394675925925925,-2.223148148148148,0.452840219687503,94.20399999999998,88.156,93.991092192,26,0,0.035269053379119,-0.097881833888086,0.097881833888086,0.035269053379119,1.5,2.0,2.25,-2.8005217247633846e-17,-0.244946812023533,-6.383002145176724e-17,-2.231286775907528,-1.8231825896856887e-16,-2.151053014646666,-6.679529126659081e-17,-0.8606598297421041,1.573011867155104,3.563001750182873,87.29589375350572,8.414213562373096,7.816496580927726,3.449489742783178,4.207106781186548,3.574914957130529,2.724744871391588,0.166666666666666,1.4999999999999991,0.041666666666666,0.374999999999999,0.0,0.0,0.7000000000000001,64.49348655335928,0.6838452545435221,3.7,2.700000000000001,43.1801982803132,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,21.587795952773448,12.367848202232915,8.224551337021321,0.0,8.224551337021321,21.587795952773448,0.0,0.0,0.0,0.0,12.367848202232915,0.0,0,0.0,0.0,0.0,0.0,21.587795952773448,12.367848202232915,0.0,0.0,8.224551337021321,0.0,0.0,0,0,0.0,12.367848202232915,0.0,0,0.0,21.587795952773448,0,0.0,0.0,0,0.0,8.224551337021321,39.82361111111111,0.0,0.0,0.0,0.0,0.0,0.0,-4.446296296296296,0.0,0.7893518518518511,1.0,4,0,0,0,0,0,0,0,0,2,0,2,3,0,0,0,0,1.6274000000000002,27.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
